0	1	1	23	-1	1	-8
0	2	1	39	-1	1	-22
0	4	1	159	-1	-1	-2
0	7	1	198	-1	-1	2
0	11	1	240	-1	-1	-4
0	12	1	251	-1	-1	4
0	14	1	283	-1	-1	2
0	17	1	340	-1	1	-6
1	0	23	1	1	-1	-8
1	2	23	39	1	1	66
1	3	23	71	1	1	10
1	4	23	159	1	-1	-2
1	6	23	188	1	-1	-2
1	7	23	198	1	-1	-4
1	8	23	204	1	-1	-4
1	11	23	240	1	-1	-8
1	12	23	251	1	-1	-10
1	14	23	283	1	-1	-4
1	16	23	327	1	1	8
1	20	23	412	1	-1	-2
1	21	23	445	1	-1	-2
1	22	23	461	1	-1	-4
1	23	23	472	1	-1	-2
1	25	23	497	1	-1	-2
2	0	39	1	1	-1	-22
2	1	39	23	1	1	66
2	3	39	71	1	1	202
2	4	39	159	1	-1	-20
2	5	39	177	1	-1	-16
2	6	39	188	1	-1	-16
2	7	39	198	1	-1	-48
2	8	39	204	1	-1	-30
2	9	39	208	1	-1	-14
2	10	39	222	1	-1	-10
2	11	39	240	1	-1	-14
2	12	39	251	1	-1	-4
2	13	39	279	1	-1	-6
2	14	39	283	1	-1	-16
2	15	39	291	1	-1	-6
2	16	39	327	1	1	18
2	20	39	412	1	-1	-4
2	22	39	461	1	-1	-2
2	23	39	472	1	-1	-4
2	24	39	481	1	-1	-4
2	25	39	497	1	-1	-8
2	27	39	531	1	-1	-12
2	28	39	535	1	-1	-12
3	1	71	23	1	1	10
3	2	71	39	1	1	202
3	4	71	159	1	-1	-6
3	6	71	188	1	-1	-4
3	7	71	198	1	-1	-14
3	8	71	204	1	-1	-4
3	11	71	240	1	-1	-4
3	12	71	251	1	-1	-4
3	13	71	279	1	-1	2
3	14	71	283	1	-1	-6
3	16	71	327	1	1	12
3	25	71	497	1	-1	-4
3	26	71	524	1	-1	-2
3	28	71	535	1	-1	2
3	29	71	547	1	-1	-4
4	0	159	1	-1	-1	-2
4	1	159	23	-1	1	-2
4	2	159	39	-1	1	-20
4	3	159	71	-1	1	-6
4	5	159	177	-1	-1	2
4	6	159	188	-1	-1	2
4	7	159	198	-1	-1	16
4	8	159	204	-1	-1	6
4	12	159	251	-1	-1	8
4	13	159	279	-1	-1	2
4	14	159	283	-1	-1	2
4	16	159	327	-1	1	-2
4	18	159	361	-1	-1	-2
4	27	159	531	-1	-1	2
4	28	159	535	-1	-1	4
4	29	159	547	-1	-1	-2
5	2	177	39	-1	1	-16
5	4	177	159	-1	-1	2
5	6	177	188	-1	-1	8
5	7	177	198	-1	-1	10
5	8	177	204	-1	-1	4
5	9	177	208	-1	-1	2
5	10	177	222	-1	-1	2
5	11	177	240	-1	-1	6
5	12	177	251	-1	-1	-2
5	16	177	327	-1	1	-2
5	33	177	649	-1	-1	2
6	1	188	23	-1	1	-2
6	2	188	39	-1	1	-16
6	3	188	71	-1	1	-4
6	4	188	159	-1	-1	2
6	5	188	177	-1	-1	8
6	7	188	198	-1	-1	78
6	8	188	204	-1	-1	8
6	11	188	240	-1	-1	12
6	12	188	251	-1	-1	6
6	13	188	279	-1	-1	2
6	16	188	327	-1	1	-30
6	17	188	340	-1	1	-2
6	18	188	361	-1	-1	6
6	20	188	412	-1	-1	-2
6	25	188	497	-1	-1	2
6	29	188	547	-1	-1	-2
6	30	188	570	-1	-1	4
6	33	188	649	-1	-1	2
7	0	198	1	-1	-1	2
7	1	198	23	-1	1	-4
7	2	198	39	-1	1	-48
7	3	198	71	-1	1	-14
7	4	198	159	-1	-1	16
7	5	198	177	-1	-1	10
7	6	198	188	-1	-1	78
7	8	198	204	-1	-1	44
7	9	198	208	-1	-1	30
7	10	198	222	-1	-1	28
7	11	198	240	-1	-1	54
7	12	198	251	-1	-1	32
7	13	198	279	-1	-1	6
7	14	198	283	-1	-1	2
7	15	198	291	-1	-1	2
